8,,GIRIDIH,7.5,6.7,11%,N,739.8,750.7,-1%,N
9,,GODDA,0.0,5.5,-100%,NR,503.6,692.0,-27%,D
10,,GUMLA,0.1,7.1,-99%,LD,687.9,831.1,-17%,N
11,,HAZARIBAG,2.2,6.9,-68%,LD,655.1,819.0,-20%,D
12,,JAMTARA,0.5,6.7,-93%,LD,698.1,830.3,-16%,N
13,,KHUNTI,0.0,6.2,-100%,NR,884.0,874.8,1%,N
14,,KODERMA,7.4,6.3,18%,N,601.5,674.1,-11%,N
15,,LATEHAR,0.0,7.4,-100%,NR,853.4,813.1,5%,N
16,,LOHARDAGA,1.5,6.0,-75%,LD,476.9,778.6,-39%,D
17,,PAKUR,0.0,8.9,-100%,NR,430.9,901.6,-52%,D
18,,PALAMU,5.8,6.4,-10%,N,668.8,662.8,1%,N
19,,RAMGARH,0.0,6.7,-100%,NR,726.9,806.2,-10%,N
20,,RANCHI,1.4,5.4,-74%,LD,861.3,815.4,6%,N
21,,SAHIBGANJ,0.0,8.2,-100%,NR,758.4,890.0,-15%,N
22,,SERAIKELA-KHARSAWAN,0.0,5.7,-100%,NR,799.9,790.8,1%,N
23,,SIMDEGA,2.0,9.7,-79%,LD,1141.8,1030.7,11%,N
24,,WEST SINGBHUM,0.5,5.2,-91%,LD,616.4,807.3,-24%,D
1,,ARARIA,0.0,8.1,-100%,NR,862.1,1090.6,-21%,D
2,,ARWAL,0.0,6.8,-100%,NR,592.5,545.4,9%,N
3,,AURANGABAD,0.0,5.3,-100%,NR,710.0,671.3,6%,N
4,,BANKA,0.1,4.5,-97%,LD,557.0,671.9,-17%,N
5,,BEGUSARAI,0.0,7.0,-100%,NR,482.2,768.5,-37%,D
6,,BHABUA,0.0,6.3,-100%,NR,435.3,668.9,-35%,D
7,,BHAGALPUR,0.0,6.7,-100%,NR,489.5,750.5,-35%,D
8,,BHOJPUR,0.0,7.3,-100%,NR,543.0,682.1,-20%,D
9,,BUXAR,0.2,7.1,-97%,LD,580.1,613.2,-5%,N
10,,DARBHANGA,0.0,6.3,-100%,NR,357.8,713.0,-50%,D
11,,EAST CHAMPARAN,0.0,6.7,-100%,NR,574.0,844.1,-32%,D
12,,GAYA,0.1,4.5,-99%,LD,677.6,653.6,4%,N
13,,GOPALGANJ,0.0,6.9,-100%,NR,516.7,751.8,-31%,D
14,,JAHANABAD,0.0,5.5,-100%,NR,482.4,647.8,-26%,D
15,,JAMUI,1.4,8.4,-84%,LD,685.2,717.7,-5%,N
16,,KATIHAR,0.0,7.2,-100%,NR,577.8,816.9,-29%,D
17,,KHAGARIA,0.0,6.8,-100%,NR,560.9,745.6,-25%,D
18,,KISHANGANJ,0.0,13.4,-100%,NR,1358.4,1391.7,-2%,N
19,,LAKHISARAI,0.8,7.7,-90%,LD,544.4,649.7,-16%,N
20,,MADHEPURA,0.0,11.0,-100%,NR,535.2,796.2,-33%,D
21,,MADHUBANI,0.0,5.1,-100%,NR,370.3,791.2,-53%,D
22,,MONGHYR,0.0,6.4,-100%,NR,506.0,794.0,-36%,D
23,,MUZAFFARPUR,0.0,7.8,-100%,NR,420.6,751.1,-44%,D
24,,NALANDA,0.0,7.1,-100%,NR,634.6,661.2,-4%,N
25,,NAWADA,2.0,3.7,-45%,D,806.8,648.1,24%,E
26,,PATNA,0.0,5.3,-100%,NR,421.5,683.6,-38%,D
27,,PURNEA,0.0,12.9,-100%,NR,651.0,1102.9,-41%,D
28,,ROHTAS,0.0,4.7,-100%,NR,484.3,652.2,-26%,D
29,,SAHARSA,0.0,8.9,-100%,NR,443.3,846.9,-48%,D
30,,SAMASTIPUR,0.0,7.1,-100%,NR,404.6,722.7,-44%,D
31,,SARAN,0.4,4.7,-92%,LD,349.2,703.6,-50%,D
32,,SHEIKHPURA,3.3,8.2,-59%,D,684.6,636.3,8%,N
33,,SHEOHAR,0.0,7.5,-100%,NR,511.2,802.7,-36%,D
34,,SITAMARHI,0.0,6.0,-100%,NR,491.4,871.7,-44%,D
35,,SIWAN,0.0,4.6,-100%,NR,630.0,688.1,-8%,N
36,,SUPAUL,0.0,8.9,-100%,NR,655.6,857.2,-24%,D
37,,VAISHALI,2.0,6.0,-67%,LD,350.9,706.0,-50%,D
38,,WEST CHAMPARAN,0.0,8.6,-100%,NR,864.5,995.1,-13%,N
1,,AMBEDKAR NAGAR,0.0,2.7,-100%,NR,628.3,655.3,-4%,N
2,,AMETHI,0.9,5.7,-85%,LD,257.6,531.6,-52%,D
3,,AYODHYA,0.0,3.6,-100%,NR,570.6,663.0,-14%,N
4,,AZAMGARH,0.0,6.1,-100%,NR,493.9,648.5,-24%,D
5,,BAHRAICH,0.0,7.0,-100%,NR,930.8,779.7,19%,N
6,,BALLIA,0.0,4.1,-100%,NR,514.4,570.5,-10%,N
7,,BALRAMPUR,0.0,4.1,-100%,NR,1016.7,646.6,57%,E
8,,BANDA,0.2,3.3,-94%,LD,508.1,613.0,-17%,N
9,,BARABANKI,1.3,5.5,-77%,LD,633.4,628.7,1%,N
10,,BASTI,0.0,3.2,-100%,NR,1012.6,649.5,56%,E
11,,BHADOHI,0.0,3.6,-100%,NR,390.5,623.4,-37%,D
12,,CHANDAULI,0.0,4.8,-100%,NR,300.5,565.7,-47%,D
13,,CHITRAKOOT,0.0,5.7,-100%,NR,718.6,629.1,14%,N
14,,DEORIA,0.0,4.7,-100%,NR,302.3,625.3,-52%,D
15,,FARRUKHABAD,1.1,3.9,-73%,LD,434.9,578.5,-25%,D
16,,FATEHPUR,0.0,4.2,-100%,NR,238.8,548.1,-56%,D
17,,GHAZIPUR,0.0,5.6,-100%,NR,654.7,603.6,8%,N
18,,GONDA,0.0,4.6,-100%,NR,605.7,685.8,-12%,N
19,,GORAKHPUR,0.0,6.8,-100%,NR,849.1,985.1,-14%,N
20,,HARDOI,7.7,6.2,24%,E,475.9,524.2,-9%,N
21,,JAUNPUR,0.0,3.8,-100%,NR,249.3,541.7,-54%,D
22,,KANNAUJ,7.0,3.8,84%,LE,623.3,525.7,19%,N
23,,KANPUR CITY,0.0,3.8,-100%,NR,328.2,494.0,-34%,D
24,,KANPUR DEHAT,0.3,4.8,-94%,LD,264.8,459.8,-42%,D
25,,KAUSHAMBI,0.0,4.2,-100%,NR,361.1,441.4,-18%,N
26,,KHERI,0.0,10.9,-100%,NR,746.2,734.8,2%,N
27,,KUSHI NAGAR,0.0,3.4,-100%,NR,242.3,586.7,-59%,D
28,,LUCKNOW,0.0,5.7,-100%,NR,525.6,519.3,1%,N
29,,MAHARAJGANJ,0.0,4.2,-100%,NR,962.3,799.6,20%,E
30,,MAU,0.0,3.3,-100%,NR,359.4,624.9,-42%,D
31,,MIRZAPUR,0.0,7.2,-100%,NR,445.4,683.2,-35%,D
32,,PRATAPGARH,4.6,2.8,64%,LE,600.8,592.7,1%,N
33,,PRAYAGRAJ,0.0,5.5,-100%,NR,450.4,560.0,-20%,D
34,,RAE BAREILLY,0.0,2.6,-100%,NR,201.2,336.8,-40%,D
35,,SANT KABIR NAGAR,0.0,5.0,-100%,NR,799.0,810.8,-1%,N
36,,SHRAWASTI NAGAR,0.0,6.8,-100%,NR,792.3,880.8,-10%,N
37,,SIDDHARTH NAGAR,0.0,5.2,-100%,NR,807.7,841.5,-4%,N
38,,SITAPUR,0.0,9.7,-100%,NR,439.3,647.5,-32%,D
39,,SONBHADRA,0.0,8.9,-100%,NR,751.9,679.3,11%,N
40,,SULTANPUR,0.0,5.3,-100%,NR,612.0,632.5,-3%,N
41,,UNNAO,0.3,3.5,-90%,LD,310.2,497.7,-38%,D
42,,VARANASI,0.0,10.0,-100%,NR,601.9,615.1,-2%,N
1,,AGRA,2.9,3.3,-13%,N,518.4,434.6,19%,N
2,,ALIGARH,0.1,2.2,-95%,LD,260.9,486.9,-46%,D
3,,AMROHA,0.0,3.4,-100%,NR,276.5,681.3,-59%,D
4,,AURAIYA,4.1,3.7,11%,N,746.8,410.0,82%,LE
5,,BADAUN,0.0,3.8,-100%,NR,583.1,546.8,7%,N
6,,BAGHPAT,0.0,2.3,-100%,NR,302.7,412.8,-27%,D
7,,BAREILLY,0.0,6.3,-100%,NR,786.8,641.7,23%,E
8,,BIJNOR,0.0,5.4,-100%,NR,592.1,743.5,-20%,D
9,,BULANDSHAHAR,0.0,2.8,-100%,NR,303.7,436.6,-30%,D
10,,ETAH,1.0,4.3,-77%,LD,641.7,409.0,57%,E
11,,ETAWAH,5.0,3.2,56%,E,339.3,451.9,-25%,D
12,,FIROZABAD,0.0,4.2,-100%,NR,586.7,468.1,25%,E
13,,GAUTAM BUDDHA NAGAR,0.0,3.5,-100%,NR,78.7,375.9,-79%,LD
14,,GHAZIABAD,0.0,3.6,-100%,NR,254.7,378.7,-33%,D
15,,HAMIRPUR,8.8,5.6,57%,E,650.1,564.4,15%,N
16,,HAPUR,0.0,3.0,-100%,NR,288.5,551.1,-48%,D
17,,HATHRAS,4.3,3.0,42%,E,454.9,457.8,-1%,N
18,,JALAUN,9.9,4.1,141%,LE,613.1,511.9,20%,E
19,,JHANSI,3.7,5.5,-33%,D,414.6,579.7,-28%,D
20,,KASGANJ,2.0,7.1,-72%,LD,604.3,538.7,12%,N
21,,LALITPUR,0.0,4.5,-100%,NR,800.7,667.7,20%,E
22,,MAHOBA,2.6,2.3,13%,N,341.4,489.5,-30%,D
23,,MAINPURI,0.5,4.9,-91%,LD,514.5,521.0,-1%,N
24,,MATHURA,0.0,4.8,-100%,NR,261.2,412.1,-37%,D
25,,MEERUT,2.2,4.6,-53%,D,383.0,528.4,-28%,D
26,,MORADABAD,0.0,4.5,-100%,NR,823.7,713.8,15%,N
27,,MUZAFFARNAGAR,0.0,2.5,-100%,NR,402.8,532.1,-24%,D
28,,PILIBHIT,0.0,6.6,-100%,NR,379.8,673.3,-44%,D
29,,RAMPUR,0.0,3.3,-100%,NR,598.7,594.0,1%,N
30,,SAHARANPUR,0.0,3.0,-100%,NR,275.4,629.5,-56%,D
31,,SAMBHAL,0.0,4.7,-100%,NR,433.2,535.4,-19%,N
32,,SHAHJAHANPUR,0.0,4.9,-100%,NR,464.4,612.5,-24%,D
33,,SHAMLI,0.0,2.8,-100%,NR,90.8,448.4,-80%,LD
1,,ALMORA,0.0,3.0,-100%,NR,665.2,662.3,0%,N
2,,BAGESHWAR,0.0,3.0,-100%,NR,2034.8,662.3,207%,LE
3,,CHAMOLI,0.6,6.3,-90%,LD,1006.4,616.4,63%,LE
4,,CHAMPAWAT,0.0,9.1,-100%,NR,983.4,1083.3,-9%,N
5,,DEHRADUN,0.0,13.1,-100%,NR,1425.1,1225.4,16%,N
6,,GARHWAL PAURI,0.0,10.7,-100%,NR,591.8,1068.3,-45%,D
7,,GARHWAL TEHRI,0.0,5.6,-100%,NR,755.4,795.2,-5%,N
8,,HARDWAR,0.0,10.7,-100%,NR,661.4,823.6,-20%,D
9,,NAINITAL,0.0,8.7,-100%,NR,993.2,1276.2,-22%,D
10,,PITHORAGARH,0.0,11.7,-100%,NR,1249.5,1266.8,-1%,N
11,,RUDRAPRAYAG,0.0,15.7,-100%,NR,1166.0,1341.5,-13%,N
12,,UDHAM SINGH NAGAR,0.0,6.1,-100%,NR,954.1,940.2,1%,N
13,,UTTARKASHI,0.7,12.4,-94%,LD,851.0,982.9,-13%,N
1,,AMBALA,1.0,4.9,-79%,LD,472.6,679.1,-30%,D
2,,BHIWANI,5.0,0.7,621%,LE,215.1,245.0,-12%,N
3,,CHARKHI DADRI,0.3,1.0,-67%,LD,289.2,338.0,-14%,N
4,,FARIDABAD,0.0,2.0,-100%,NR,375.6,444.7,-16%,N
5,,FATEHABAD,2.1,0.4,425%,LE,238.8,212.9,12%,N
6,,GURGAON,0.0,2.7,-100%,NR,495.5,407.6,22%,E
7,,HISAR,0.0,0.6,-93%,LD,182.6,245.2,-26%,D
8,,JHAJJAR,0.0,2.1,-100%,NR,360.5,311.1,16%,N
9,,JIND,0.0,3.3,-100%,NR,258.7,313.0,-17%,N
10,,KAITHAL,0.3,2.0,-88%,LD,189.9,302.6,-37%,D
11,,KARNAL,0.0,3.7,-100%,NR,195.5,424.8,-54%,D
12,,KURUKSHETRA,1.1,4.2,-75%,LD,275.9,337.9,-18%,N
13,,MAHENDRAGARH,12.3,2.0,516%,LE,498.5,338.9,47%,E
14,,NUH,0.0,2.8,-100%,NR,608.9,387.2,57%,E
15,,PALWAL,0.0,1.0,-100%,NR,237.3,323.9,-27%,D
16,,PANCHKULA,0.0,4.6,-100%,NR,407.0,709.5,-43%,D
17,,PANIPAT,0.1,1.5,-95%,LD,365.1,363.9,0%,N
18,,REWARI,2.0,1.5,35%,E,367.7,356.2,3%,N
19,,ROHTAK,0.5,4.9,-90%,LD,282.7,393.1,-28%,D
20,,SIRSA,4.3,1.4,207%,LE,206.9,178.5,16%,N
21,,SONEPAT,0.0,1.8,-100%,NR,316.3,383.3,-17%,N
